TransientID,CatalinaID,MagAvg,RaAvg,DecAvg
1209150070034133708,1007003031997,20.908,8.26088,-6.66863
1210090180034141802,1018003041054,20.991,8.26293,-17.32193
1210090180034141802,3017004007544,22.143,8.26285,-17.32206
1211061320034107388,1132003008965,20.03,8.265369999999999,31.393309999999996
1101151380034121388,1138003039046,17.563,8.26706,38.01829
1201041040034112466,1104003018664,19.712,8.33124,3.80502
1201041040034112466,2103008015669,19.921,8.3313,3.80495
1310221260034120370,1126003035226,18.484,8.80748,26.748279999999998
1209210010044118805,1001004020931,20.131,8.93112,-1.63056
1209210010044118805,2001009012489,20.203,8.93132,-1.6304
1009160150044112016,3015005001277,17.793,8.96387,-16.05666
1009160150044112016,1015004015337,16.595,8.96345,-16.057389999999998
1011080040044131101,1004004031661,20.323,9.17002,-3.61651
1011080040044131101,2003009013917,20.511,9.16995,-3.6167199999999995
1311081150044101824,1115004001937,19.765,9.26638,14.20285
1607081070044111695,1107004016273,20.675,9.34844,6.49458
1607081070044111695,2107009000110,21.336,9.34857,6.49523
1607081070044111695,2105009025176,21.146,9.34868,6.49528
1607081070044111695,2107009000110,21.336,9.34857,6.49523
1607081070044111695,2105009025176,21.146,9.34868,6.49528
1509181010044129523,2101009018905,20.68,9.42405,1.76352
907310010044133633,2000009020878,21.149,9.50412,-0.2407
1409030010044114444,1001004016685,20.462,9.657739999999999,-1.8727900000000002
1409030010044114444,2001009007115,20.511,9.65795,-1.87275
911061180044136018,1118004046113,20.441,9.693719999999999,19.11392
1309231430034119891,1143003024256,19.873,10.06264,43.09704
1506291040044117468,2103010018268,22.002,10.14053,3.9741699999999995
802111400034142652,1140003065614,20.385,10.27438,41.3069
1510121400034160762,1140003075280,20.007,10.474689999999999,41.52851
1211121010044139995,2102010003620,21.465999999999998,10.63273,2.29173
1511121090044121320,1109004030686,19.463,10.77319,10.0729
1310281380044109757,1138004011029,19.922,10.7735,37.05905
1001121040044140174,2104011026543,22.087,10.979510000000001,5.35516
912201230044119403,1123004026500,21.253,11.0486,23.7407
811021210044141173,1121004065260,20.131,11.25122,22.45211
810241180044126382,1118004041206,19.715,11.32607,18.897000000000002
1009111040054133182,2104011026530,21.293000000000003,11.52795,5.35
1109200090054128813,1009005038666,20.546999999999997,11.58801,-9.1584
1010311350044119900,1135004033489,20.804000000000002,11.80675,35.14781
1109210010054127979,2000011001562,19.448,11.83045,-1.0284200000000001
1109210010054127979,1001005031826,19.974,11.83018,-1.02834
1209210040054102542,1004005002658,16.826,11.87852,-5.494269999999999
1209141070054135993,2108012005121,23.229,12.20771,7.76479
912201400044136465,1140004059352,19.500999999999998,12.22996,41.344159999999995
902041070054129652,2108012005728,21.405,12.25877,7.790780000000001
1001121040054140508,2104012026731,12.484000000000002,12.29425,5.38186
1202121010054134906,1101005052271,18.090999999999998,12.43016,2.61763
1202121010054134906,2102012012703,17.727,12.43019,2.6177200000000003
1201261320044143471,1132004060774,20.464000000000002,12.58554,33.32182
1309060040054111996,1004005012397,18.625,12.58968,-4.87228
809091260054126896,1126005043450,19.961,12.62838,27.09975
1209141090054139367,2111012005436,21.074,12.795630000000001,11.09704
909170210054123749,1021005029037,20.525,12.89833,-20.67995
902131210054114598,1121005021424,20.933000000000003,12.967189999999999,20.69272
910261210054114797,1121005021086,17.711,12.97027,20.67155
1301141010054127807,1101005031767,18.371,13.08115,1.60985
1301141010054127807,2101013013102,18.859,13.081430000000001,1.60986
1409030040054108840,1004005010434,20.636,13.434829999999998,-4.985119999999999
1310141400044134796,1140004044903,18.715999999999998,13.44711,40.93026
908170010054101101,1001005001217,20.304000000000002,13.771139999999999,-2.75982
1309120090054115627,1009005017517,19.518,13.79171,-10.31637
1309120090054121750,1009005025188,19.413,13.878329999999998,-9.89057
1309120090054121750,3009007002471,20.584,13.878060000000001,-9.890260000000001
1110190180054134516,1018005034990,20.497,13.93927,-17.7606
1110190180054134516,3017007005011,21.068,13.939420000000002,-17.7607
1509241120054107813,2111013022025,19.659000000000002,14.11775,11.85047
1509241120054107813,2111013022047,21.997,14.118720000000001,11.85164
1511071320054118985,1132005027396,19.234,14.23984,32.10614
1111020230054135320,3023007016792,21.15,14.28377,-22.6886
1011140010064126302,1001006033558,18.929000000000002,14.352720000000001,-0.96394
1011140010064126302,2000014003052,19.487000000000002,14.35256,-0.9638399999999999
1010091290054106863,1129005008091,19.017,14.602139999999999,28.55132
1409251180064118598,2117014018951,22.406,14.725270000000002,18.222820000000002
1012021090064118886,2109014023764,22.959,14.83784,9.60754
911231040064109942,1104006013214,21.186999999999998,15.003070000000001,3.49765
911231040064109942,2103014006728,20.433,15.003329999999998,3.49793
1312261260054126854,1126005038806,20.05,15.36951,26.917640000000002
1608291180064102809,1118006003561,18.315,15.398879999999998,17.10124
1608291180064102809,2116014020283,18.508,15.3991,17.10117
1512051010064104562,1101006006333,21.151999999999997,15.423639999999999,0.33071
1512051010064104562,2100015007469,20.968000000000004,15.423829999999999,0.33066999999999996
1309250010064131012,1001006037939,19.791,15.7046,-0.7416699999999999
1309250010064131012,2000015007417,19.993,15.70469,-0.74178
1011141010064107249,1101006008824,21.131,15.71509,0.46112
1011141010064107249,2100015010470,20.795,15.71536,0.46116
1309300150064136355,3015008016632,22.194000000000003,15.77165,-14.58014
1309300150064136355,1015006042923,21.131,15.7716,-14.579920000000001
1512050010064119041,1001006027948,20.587,15.78074,-1.25631
1101161320054126530,1132005058340,19.242,15.87,33.305640000000004
910090040064127915,1004006043403,18.733,16.04828,-3.22839
911091010064138611,1101006042817,18.614,16.11187,2.1728400000000003
911091010064138611,2102015000838,19.405,16.1122,2.1726900000000002
1109210010064139552,1001006052272,18.785999999999998,16.12024,-0.15198
1109210010064139552,2000015019368,19.007,16.120279999999998,-0.15212
1311101150064106486,1115006008856,19.225,16.30493,14.50653
1311101150064106486,2114015012065,19.793,16.30489,14.506720000000001
809211090064126748,1109006051023,20.203,16.3422,11.04803
809211090064126748,2111015005285,20.081,16.34256,11.047880000000001
1209141090064105618,2109015002299,21.55,16.38884,8.77524
1309021070064121638,1107006024490,20.766,16.38935,6.91832
1309021070064121638,2107016008746,20.627,16.38939,6.91851
811200070064133126,1007006037800,21.451,16.42507,-6.16946
910161180064133334,1118006043156,19.377,16.45861,19.0549
1111170120064131084,1012006033807,17.485,16.47778,-12.34576
1111170120064131084,3013008023444,18.444000000000003,16.477079999999997,-12.34642
1111170120064131084,3013009023196,18.294,16.4787,-12.3463
1111170120064131084,3013008023444,18.444000000000003,16.477079999999997,-12.34642
1111170120064131084,3013009023196,18.294,16.4787,-12.3463
1201040090064129965,1009006041060,19.070999999999998,16.49311,-8.91034
1201040090064129965,3009009012005,20.236,16.493389999999998,-8.91029
1311111430054111140,1143005013133,18.528,16.76611,42.72002
1310281150064101162,2114016002513,21.123,16.89539,14.16869
1012130150064120119,1015006027201,20.034000000000002,17.08711,-15.43578
1012130150064120119,3015009007146,20.975,17.08746,-15.43581
1010120150064102021,1015006003627,20.693,17.088,-16.73027
1610011180064110646,1118006016691,19.642,17.32668,17.79702
1309151070074113180,1107007014705,20.928,17.426029999999997,6.40796
1309151070074113180,2105017027368,20.943,17.42611,6.40819
1310150260064106672,1026006005913,19.016,17.44256,-27.756729999999997
1310150260064106672,3027008004571,19.461,17.44239,-27.756629999999998
1110230090074112399,3011009016532,22.031,17.678910000000002,-10.54565
1212051210064142482,1121006054798,21.239,17.771520000000002,22.1692
809231150074107756,1115007010880,18.842,17.95489,14.640620000000002
809231150074107756,2114017014289,18.847,17.95502,14.64066
809241350064130912,1135006036940,18.098,17.98989,35.29014
812221320064119991,1132006028560,17.907,18.209770000000002,32.13837
809221210074124820,1121007049166,20.423,18.27816,21.88064
1511020070074126189,1007007032672,20.133,18.31756,-6.51443
810301040074123661,2104017012132,17.972,18.42265,4.78817
1309021070074116316,1107007018351,20.128,18.485229999999998,6.600860000000001
1309021070074116316,2107017002301,20.561999999999998,18.48555,6.60077
1309021070074116316,2107018002476,20.82,18.4859,6.60124
1309021070074116316,2107017002301,20.561999999999998,18.48555,6.60077
1309021070074116316,2107018002476,20.82,18.4859,6.60124
1109211120074116827,1112007021755,19.345,18.535,12.38224
1109211120074116827,2112017009099,19.222,18.53518,12.38228
1010301070074100959,1107007001495,19.414,18.54465,5.70677
1010301070074100959,2105018008729,20.127,18.54485,5.7068900000000005
1010101430054165221,1143005077361,15.373,18.67054,44.479440000000004
1211131260074105573,1126007006403,19.692999999999998,18.6848,25.66965
1211131260074105573,1126007006403,19.692999999999998,18.6848,25.66965
1110190210074126561,3021009020393,20.516,18.685370000000002,-20.53665
1110190210074126561,1021007033063,19.904,18.685779999999998,-20.536479999999997
1209171260074119171,1126007021839,18.884,18.7145,26.38925
1210150150074131189,1015007043547,19.714000000000002,18.77747,-14.6041
1210150150074131189,3015010016791,19.541,18.77797,-14.604270000000001
1010081230074139999,1123007055019,19.798,18.81938,24.9248
806241380064116866,1138006026644,16.807000000000002,18.88379,37.62645
1510231320064127935,1132006041910,19.221,19.05199,32.64439
812201090074110332,1109007017094,18.548,19.05729,9.37117
812201090074110332,2109018015460,19.078,19.0574,9.37113
1409251070074113529,1107007017052,19.397000000000002,19.23002,6.53076
1409251070074113529,2107018000984,19.412,19.23013,6.53073
1610111070074115832,1107007025164,18.188,19.31483,6.964580000000001
1610111070074115832,2107018010925,18.375,19.31493,6.96444
1112251090074105873,1109007009520,20.498,19.37154,8.98175
1112251090074105873,2109018007268,20.247,19.37182,8.981819999999999
1409251070074100812,2105018008173,20.785,19.37756,5.68501
909161010074118793,2101018003222,21.089000000000002,19.450779999999998,1.21748
909161010074118793,2101019003389,21.386,19.45109,1.2175
909161010074118793,2101018003222,21.089000000000002,19.450779999999998,1.21748
909161010074118793,2101019003389,21.386,19.45109,1.2175
1010140210074119678,1021007022865,18.586,19.45328,-21.18506
1010140210074119678,3021010012558,19.574,19.4537,-21.18492
908181180074103371,2116018027993,22.809,19.60351,17.23862
1111020260074117684,3027009015772,20.78,19.69629,-26.864259999999998
1111020260074117684,1026007018807,20.629,19.69641,-26.86385
1011130210074111848,1021007014597,17.903,19.738570000000003,-21.69156
1011130210074111848,3021010006421,17.958,19.738960000000002,-21.69135
1012041320074131511,1132007049887,19.000999999999998,20.24861,32.92925
1511061150074105038,2114019013933,20.452,20.25808,14.45912
1011141010084122106,2101019012089,16.84,20.377110000000002,1.5722
1011141010084122106,1101008030792,16.625,20.37705,1.57225
711121120084111043,2112019005803,21.386999999999997,20.80102,12.13851
1311261040084101817,1104008001935,20.752,20.96836,2.9161
1311261040084101817,2102020018418,20.339000000000002,20.96856,2.91641
1510090040084109400,1004008012690,19.652,20.969839999999998,-4.93291
1510140260074126714,3025010001049,21.864,21.2248,-26.16016
1510090090084228144,1009008035080,20.457,21.34759,-9.29467
1510090090084228144,3009011007898,21.149,21.34761,-9.29487
1211121320074127003,1132007035383,16.534000000000002,21.41395,32.38581
1211070040084107170,1004008007501,20.713,21.41581,-5.23381
1201211040084125122,1104008030100,18.989,21.46646,4.51293
1201211040084125122,2104020004536,18.47,21.46653,4.51293
911101120084103272,1112008004135,19.674,21.55101,11.50433
911101120084103272,2111020015465,19.688,21.55136,11.504489999999999
1110161180084108543,2117020010999,22.48,21.56365,17.80187
1010110010084107400,1001008008482,20.596,21.7302,-2.3479799999999997
1111170010084134941,1001008037212,20.723000000000003,21.760189999999998,-0.71945
1111170010084134941,2000021007470,20.566999999999997,21.76043,-0.7196199999999999
809211040084103568,2102021021795,22.070999999999998,21.77404,3.2185799999999998
1611071120084120846,1112008031481,14.594000000000001,21.775170000000003,12.85861
1611071120084120846,2112020028554,14.761,21.775370000000002,12.85838
1210131010084212549,2100021021385,23.049,21.81125,0.8734700000000001
909210180084132900,1018008035186,21.12,21.85764,-17.63915
1309050070084111234,1007008011588,18.88,22.09177,-7.85545
1611071010084108990,2100021016016,22.41,22.13545,0.63503
1001141180084126439,2118020008509,21.453000000000003,22.15989,18.75998
1410181120084103311,1112008004420,19.725,22.17547,11.514000000000001
1410181120084103311,2111021016112,20.14,22.17558,11.51404
1309050010084135719,2000021009555,22.022,22.19749,-0.60887
1210100230084125630,1023008025953,17.675,22.21919,-23.66216
1210100230084125630,3023011006476,18.351,22.219820000000002,-23.662
1501220040084117093,1004008026087,20.71,22.23084,-4.1917
1409240150084102889,1015008003066,20.285,22.239279999999997,-16.74536
1409240150084102889,3017011013841,20.680999999999997,22.2394,-16.745620000000002
908171040084112440,1104008013759,19.632,22.317529999999998,3.58879
908171040084112440,2103021008252,19.636,22.31778,3.5887300000000004
1212121070084233940,1107008043983,20.105,22.4875,8.00584
1212121070084233940,2108021010035,20.378,22.48774,8.005980000000001
1209150040094134613,1004009032990,20.435,22.58788,-3.90355
908181210084113907,1121008020412,21.559,22.826929999999997,20.66863
908181210084113907,2121020002707,21.023000000000003,22.827070000000003,20.668789999999998
1511140010094131284,1001009039481,19.994,22.918860000000002,-0.6518
1511140010094131284,2000022009261,20.429000000000002,22.918789999999998,-0.65193
1411180090094108372,3011012012700,21.908,23.01138,-10.73275
1411180090094108372,1009009010383,20.82,23.011670000000002,-10.73253
1409011120094136475,2113021012331,23.206999999999997,23.28615,13.54279
910271380074143391,1138007055563,17.894000000000002,23.28625,38.5382
810311290084135985,1129008057620,19.733,23.375970000000002,30.475620000000003
1109241350074121359,1135007026904,16.95,23.43025,34.81046
1411171320084101121,1132008001758,20.254,23.65908,31.086309999999997
1209210010094134077,2000022010590,21.669,23.68571,-0.5834
1202181120094104611,1112009007742,19.947,24.07452,11.68923
1202181120094104611,2111022019625,20.333,24.07459,11.6891
1409201210094112809,1121009016521,19.392,24.1341,20.47182
1409201210094112809,2120022027178,19.782,24.13399,20.47179
1611071180094132061,2120022002399,20.855,24.14454,19.57584
1012101320084121519,1132008026345,14.699000000000002,24.15417,32.01117
1210081290084113755,1129008019272,18.672,24.17267,29.055429999999998
1410170180094101658,3019012005884,20.426,24.19096,-19.66347
1112280090094129502,3009012009056,18.944000000000003,24.25405,-9.21006
1112280090094129502,1009009039827,17.896,24.2543,-9.209660000000001
1009161290084131880,1129008044884,16.399,24.40501,30.046909999999997
1401041210094138406,2122021009480,22.131,24.42079,22.05321
1312241120094114656,2112023006359,22.381,24.43672,12.21152
1001121040094101832,1104009002324,19.824,24.61027,2.9430400000000003
1001121040094101832,2102023019859,19.846,24.6106,2.9429
1311100150094106837,3017012019937,19.99,24.6344,-16.45147
1311100150094106837,1015009007692,18.892,24.63476,-16.45115
1309300180094104003,3019012007668,21.339000000000002,24.65233,-19.49341
1309300180094104003,1018009004384,19.792,24.65224,-19.49314
1107011120094102684,2111023012994,15.457,24.706529999999997,11.35688
1001160010094128466,2000023011334,22.939,24.76874,-0.62054
1111271180094145781,1118009058518,19.873,24.77001,19.500529999999998
1111271180094145781,2118022029032,20.434,24.76949,19.50064
1111271180094145781,2120022000553,20.476,24.76951,19.500729999999997
1111271180094145781,2118022029032,20.434,24.76949,19.50064
1111271180094145781,2120022000553,20.476,24.76951,19.500729999999997
1310301180094105274,1118009006533,21.233,24.82937,17.23868
1310301180094105274,2116023027889,20.874000000000002,24.8297,17.2386
1301130120094138246,3011013005449,21.0,25.10022,-11.58606
712151070094117416,2107024017656,22.253,25.111720000000002,7.25741
1511080070094101285,1007009001715,18.979,25.169539999999998,-8.38645
1511080070094101285,3009013019623,19.904,25.169629999999998,-8.3865
1510031150094132222,2116023004702,21.557,25.21678,16.42811
1210090090094131313,1009009033257,19.705,25.33295,-9.56203
1210090090094131313,3009013005733,21.252,25.33306,-9.56198
1402091120094104587,1112009007523,19.358,25.4052,11.675180000000001
1402091120094104587,2111024021324,19.628,25.405260000000002,11.675239999999999
1011271090094109951,1109009013183,19.651,25.459789999999998,9.13943
1011271090094109951,2109024012957,19.924,25.46013,9.139389999999999
1107021180094118167,1118009028971,19.97,25.94906,18.214029999999998
1107011120104119909,1112010030749,19.274,26.03364,12.80462
810311380084125884,1138008036645,16.074,26.263609999999996,37.94265
1509241150104120201,1115010024020,20.084,26.3212,15.266729999999999
1109241290094101455,1129009003557,19.979,26.409440000000004,28.361259999999998
1211131180104107175,1118010007917,18.902,26.457659999999997,17.29983
1107011150104107901,2114024013860,21.503,26.46075,14.583839999999999
910161260094136561,1126009046013,20.529,26.55823,27.447809999999997
1411010010104115100,1001010021813,20.619,26.6701,-1.7336099999999999
912131180104106336,1118010007096,18.347,26.79032,17.25581
1210081320094121285,1132009030175,18.783,26.82051,32.17586
1509201180104113904,1118010017191,21.059,27.12487,17.74631
1410011070104121118,1107010027494,17.32,27.361040000000003,7.04029
1410011070104121118,2107026015841,17.67,27.36106,7.040210000000001
1412241120104139934,1112010053706,20.092,27.4193,13.904379999999998
1412241120104139934,2113025022821,20.072,27.4193,13.904229999999998
1310231380084126804,1138008036666,16.772000000000002,27.56741,37.93867
910290120104118343,1012010023079,18.872,27.588279999999997,-12.740160000000001
910290120104118343,3013014013779,19.408,27.58815,-12.7403
810241210104130119,1121010044786,19.326,27.63887,21.79247
1110061320094139400,1132009065177,16.993,27.7149,33.43923
1112301040104138020,2104026019555,21.211,27.771959999999996,5.059480000000001
1011011150104102934,1115010004133,21.273000000000003,27.84135,14.31284
1011011150104102934,2114025005488,20.457,27.84157,14.312999999999999
1610051290094112842,1129009021461,20.262,27.89215,29.08959
908281120104139170,1112010055511,19.581,27.966140000000003,14.01319
908281120104139170,2113026025768,19.464000000000002,27.966140000000003,14.01312
1411180150104107054,1015010009215,19.213,28.070959999999996,-16.41165
1411180150104107054,3017014019569,19.742,28.0708,-16.411929999999998
1610211260104103466,1126010004997,19.315,28.098509999999997,25.61315
1111181180104130016,1118010033573,20.108,28.258409999999998,18.54204
1610131180104104884,1118010008073,21.213,28.330790000000004,17.31498
1610131180104104884,2116026021020,20.775,28.33132,17.3153
810261350094107353,1135009007814,19.637999999999998,28.339209999999998,34.14906
810010070114130714,1007011046545,19.422,28.59217,-6.27463
812311010114128410,1101011039548,19.355999999999998,28.719829999999998,1.88662
812311010114128410,2101027017961,19.91,28.72011,1.8864900000000002
911231010114107310,1101011009992,17.423,28.93086,0.46875
711011210104109439,2120026025419,21.628,29.02775,20.56776
1211140230104117851,1023010016350,19.05,29.102090000000004,-24.334239999999998
1211140230104117851,3025014019016,19.893,29.102559999999997,-24.33472
1511141010114127759,1101011037879,19.105,29.148690000000002,1.80457
1511141010114127759,2101027016345,19.416,29.1487,1.80455
1310261010114127520,1101011038778,18.597,29.21923,1.85008
1310261010114127520,2101028017064,18.817,29.219309999999997,1.8499299999999999
1609031320094120160,1132009029939,19.185,29.22239,32.16113
1609031320094120160,2131024018657,19.500999999999998,29.222340000000003,32.16111
1411211400094155707,1140009063330,20.082,29.235590000000002,41.37486
1211121260104125682,1126010032034,19.852,29.266779999999997,26.79011
1309161230104102910,1123010003561,20.221,29.30057,22.73414
1309161230104102910,2122026021144,21.125,29.30082,22.73411
801101070114130042,1107011050472,20.913,29.376659999999998,8.4205
801101070114130042,2108027019007,20.747,29.37663,8.42047
1609020010114127735,1001011042184,17.669,29.519790000000004,-0.8726799999999999
812201090114114629,1109011021463,20.991,29.532320000000002,9.611260000000001
812201090114114629,2109027024401,20.351,29.5328,9.61099
1309050040114124314,1004011027998,21.259,29.55187,-4.246169999999999
1110300150114120497,3015015004436,21.011999999999997,29.55762,-15.733929999999999
1110300150114120497,1015011020348,20.371,29.55722,-15.73422
1510020070114111453,1007011019004,20.771,29.65985,-7.53017
1109240090114106079,1009011006246,19.721,29.698829999999997,-10.935889999999999
1109240090114106079,3011015011901,20.537,29.69878,-10.93619
1109301180114106824,1118011009172,19.712,29.759940000000004,17.38668
1609221010114117243,1101011032129,14.639000000000001,29.817490000000003,1.4987700000000002
1609221010114117243,2101028010092,14.981,29.817559999999997,1.4986899999999999
1210061010114123149,1101011036575,18.733,29.85853,1.7364099999999998
1210061010114123149,2101028014846,18.895,29.858520000000002,1.7365
1510101040114130731,1104011040045,20.859,29.917479999999998,4.9008
1510101040114130731,2104028015801,20.683000000000003,29.917659999999998,4.9006300000000005
1512011120114134829,1112011046384,20.325,30.01515,13.713029999999998
1512011120114134829,2113028018066,20.351,30.015359999999998,13.713020000000002
1209171230104117349,2123026019715,21.105,30.12395,23.56449
911091120114144525,2113028021594,21.92,30.224790000000002,13.87081
901171210114102448,2120027009352,21.58,30.23378,19.957520000000002
712141120114124750,2113028009489,21.07,30.24917,13.377289999999999
1301151120114110654,2112028003650,22.211,30.275990000000004,11.91692
1301151120114110654,2111028020892,23.212,30.27605,11.91751
1301151120114110654,2112028003650,22.211,30.275990000000004,11.91692
1301151120114110654,2111028020892,23.212,30.27605,11.91751
712141090114103434,2109028002312,22.833000000000002,30.287470000000003,8.76148
1210081210114120908,1121011026944,20.936,30.368409999999997,20.95307
1210081210114120908,2121027008737,21.142,30.36869,20.953120000000002
1610131150114102277,1115011003115,19.458,30.377290000000002,14.259129999999999
1610131150114102277,2114028004385,19.569000000000003,30.377390000000002,14.25911
1602091120114221491,1112011030547,21.248,30.392540000000004,12.89205
1602091120114221491,2112028027699,22.711,30.39242,12.89184
1409261010114109165,1101011013159,20.526,30.43696,0.62761
1210161150114109011,1115011009177,18.455,30.52862,14.579889999999999
1210161150114109011,2114028011518,18.373,30.52877,14.57975
1609040090114121233,1009011028386,20.226,30.531570000000002,-9.70759
1210081120114116244,1112011018378,20.747,30.60063,12.27705
