0 675.9639558879896
1 675.9333525793194
2 675.5220651848508
3 675.5772110300538
4 675.2417552962183
5 675.1453820749812
6 674.8986768534029
7 674.8756479298389
8 674.6411048384558
9 674.5883342056444
10 674.7580675614312
11 674.5399304149058
12 674.5528784285965
13 674.2683404665014
14 674.3445529058274
15 674.0436394917552
16 673.760684024875
17 673.6886441353876
18 673.7170063534373
19 673.4536506051284
20 673.4566105563832
21 673.2969627872582
22 672.9300502096837
23 672.8834626733172
24 673.0342730118057
25 672.6349680892461
26 672.8211806140635
27 672.4709778731085
28 672.3052171008638
29 672.2391242587483
30 672.2417834433553
31 672.0906914125975
32 672.0238131935014
33 671.7717620580103
34 671.4610496004607
35 671.4794345414981
36 671.4515653857419
37 671.3196702108542
38 671.2207657314096
39 670.8924296608825
40 670.9207972040477
41 670.7099573877873
42 670.6923693197717
43 670.843607486058
44 670.7116920451458
45 670.1578503639117
46 670.0557437227111
47 669.9295015787203
48 669.8505264282076
49 669.9537719203511
50 669.781660321615
51 669.8550945294879
52 669.5236436133673
53 669.179736963764
54 669.3420332384645
55 669.4409931905673
56 669.0811707199069
57 668.893535995777
58 668.8057562886537
59 668.6390689474754
60 668.7147663844945
61 668.547978786684
62 668.4992878265874
63 668.1779138458314
64 668.2798012522262
65 668.1124073723776
66 667.8967579272745
67 667.9980458558326
68 667.6048754663876
69 667.5925541505967
70 667.5135018870924
71 667.573855152721
72 667.200618066382
73 667.2366699448371
74 667.0041599428736
75 667.0133293120663
76 667.2086000765566
77 666.7520663311805
78 666.4689945335537
79 666.5508271264298
80 666.5671778277624
81 666.6079860067199
82 666.2851720657935
83 666.2862057494794
84 665.9860350164752
85 666.0704930467226
86 665.9631628621787
87 665.6291502852339
88 665.7009149252154
89 665.3552872236944
90 665.6254362163504
91 665.4093786344544
92 665.2710191422144
93 665.2354834002097
94 665.2922640970195
95 664.968704757198
96 664.8174764063705
97 664.5352928947244
98 664.444473766744
99 664.5299597866797
0 689.7112849670725
1 676.708765762454
2 664.9297932310453
3 657.022196499182
4 651.3966907137848
5 647.6339674255895
6 644.4314248045852
7 641.8732435345892
8 639.6184753222742
9 637.6894353350878
10 635.592457483564
11 634.1134608082222
12 632.8227896144685
13 631.4562344744036
14 630.0637690265495
15 628.5992572193942
16 627.4020879231047
17 626.5114250173374
18 625.2665097566742
19 624.4444728834478
20 623.3306196783279
21 622.5479600055119
22 621.7257322919191
23 620.7824377841184
24 619.8381932677443
25 619.1091992973352
26 618.2707747140965
27 617.3064478750644
28 616.5412328518706
0 663.8277440504845
1 626.604606363762
2 613.1404846115756
3 605.6980120677821
4 600.4195822462967
5 596.2350198223256
6 592.7275571341144
7 589.7487793054329
8 586.3715606458027
9 584.086953286085
10 582.0235627591555
11 579.8516740623738
12 577.6058519989228
13 576.147357070833
14 574.3620683159187
15 573.2229063065714
16 571.6259631245805
17 570.4612542129053
18 569.0878377279536
19 567.4032758655385
20 566.3198575682403
21 565.2166177894024
22 564.5658919711967
23 563.187117371348
24 561.8197930373348
25 561.0476278930071
26 560.3971576043099
27 558.9767759974146
28 557.9869378299865
29 557.7615524829391
30 556.6659838562463
31 555.6415483811194
32 555.1437067999602
33 554.5062830350038
34 554.2621062383179
35 553.2719948170085
36 552.2404268604269
37 551.4808795240144
38 550.707482418532
39 550.4449198432325
40 549.7488997629961
41 549.4430497033521
42 549.0439790829637
43 548.3945815212783
44 548.2377221888402
45 547.4815974916619
46 547.1031795669542
47 547.0210806886483
48 546.2539078662046
49 545.6279912113556
50 545.5569865309841
51 544.9480942245423
52 544.5726054019441
53 544.259174089384
54 544.1721450617214
55 543.465058047908
56 542.8307820201517
57 543.2529020337396
58 542.3231719441801
59 542.5586612969352
60 542.3173740653522
61 542.151031271704
62 541.7187372860076
63 540.4804211226322
64 540.7110714546079
65 540.7849575637359
66 540.2106722258933
67 540.0827930403811
68 539.8024414999039
69 539.4287244835538
70 538.7613727933325
71 538.7711768750286
72 538.755615248104
73 538.2563171161477
74 537.6193907812819
75 537.1343042207
76 536.8339027913457
77 536.3275962424508
78 536.1694128153234
79 536.0713328849029
80 536.2768435654868
81 535.5097966753164
82 535.8578069207374
83 535.355565567432
84 535.0341037451103
85 534.6578281663458
86 534.7813497861952
87 534.972390870025
88 534.1033054506564
89 534.1612582771297
90 534.2642658591185
91 533.7839544866071
92 533.7316715350621
93 533.2641708901896
94 533.0437716362907
95 533.3997838532907
96 533.0051145688925
97 532.7685947477989
98 532.6650166630162
99 532.4062170842059
