CataID1121048016959 0 2391.072177716121
CataID1112021056668 0 325.89156817576304
CataID1112021056719 0 60190.601856311376
CataID1123040015889 0 11692.571262679241
CataID2107018010713 0 1743.9948829849425
CataID2108002019991 0 864.4488114840505
CataID1118006003440 0 14763.55871163896
CataID1146067014582 0 13583.06352031757
CataID1026103045279 0 4111.728125275292
CataID2116237048888 0 -100
CataID2116237049002 0 1661.148302690459
CataID3013100023604 0 439.1307193522434
CataID2005181022112 0 -100
CataID2110141008128 0 5697.128692306999
CataID2110141008231 0 2572.4362066464355
CataID2105160017487 0 -100
CataID1126083033440 0 61809.77891322542
CataID1126083033770 0 83103.3779498706
CataID1163032043679 0 310.8470094174495
CataID1163033050200 0 -100
CataID1107045068820 0 1774.331042224327
CataID1004074033805 0 129.4193317138379
CataID2107151012155 0 848.948424961205
CataID1157031051083 0 43937.159237794694
CataID2109141013416 0 200.32536128015403
CataID2103147011519 0 -100
CataID1101064036681 0 85247.6647573376
CataID2101166015842 0 272.70296750149964
CataID1107027057749 0 31021.235669030397
CataID1129059008384 0 89538.20999409241
CataID2125094002024 0 1705.6841070868036
CataID2008203020213 0 -100
CataID2004173030343 0 2150.7433449919085
CataID2100180002152 0 15125.344912206274
CataID2100180002233 0 4012.1783611253786
CataID1109072055010 0 10622.13422266878
CataID1101049040496 0 27520.2852921984
CataID1146035028074 0 -100
CataID1109041096775 0 4017.0194779599246
CataID1104052034631 0 22437.677938089902
CataID1115049029191 0 26530.95413485828
CataID1118061033429 0 7237.413660961734
CataID3021026008946 0 5438.18645474059
CataID1126022080335 0 19947.855799940917
CataID3019034013835 0 -100
CataID1146044009710 0 35086.22683208563
CataID1112050034636 0 50431.3444953862
CataID2114019014091 0 863.8421107763652
CataID1021103096311 0 -100
CataID3019144005229 0 12159.04105863772
CataID2109149026647 0 602.6697648919783
CataID1115016030095 0 937.9244202899973
CataID2115040009765 0 321.7951853988554
CataID2115040009891 0 10419.545677829687
CataID1101010012901 0 -100
CataID2113016008023 0 18744.658494971307
CataID1118010017076 0 -100
CataID2101326022212 0 -100
CataID1126063055893 0 17977.48253839409
CataID1140071014645 0 6096.553535425569
CataID1135072015349 0 11419.132144659405
CataID1126057040586 0 3740.228195535266
CataID1129021060795 0 2248.983924725556
CataID1126071047497 0 -100
CataID2104164011559 0 787.5453686559985
CataID1007062027604 0 15897.541287519505
CataID3007087009985 0 797.7440425041217
CataID1104082059093 0 -100
CataID2104213023171 0 633.1273230399906
CataID1138055019096 0 -100
CataID1138055019136 0 2720.049190005144
CataID3017083020863 0 53490.88083831472
CataID2100195027232 0 3830.5783082148027
CataID2012192022408 0 2013.2050860322868
CataID2123098031887 0 1010.6482153971982
CataID2123098031959 0 1822.5681611856637
CataID1146038007501 0 37520.13113298633
CataID3009066038820 0 3812.0132543327913
CataID1135062033066 0 37477.107051724575
CataID1152028011967 0 6377.994393174979
CataID1109073020139 0 2408.881120097454
CataID1138051024744 0 2067.0881869187106
CataID1135047050197 0 35990.35361726706
CataID2110034016226 0 39704.71573614462
CataID2123038011284 0 110.69318914887558
CataID2123038011337 0 10190.97330695344
CataID3011099014392 0 706.8944369910027
CataID2113025022729 0 810.0952629116495
CataID1138038001038 0 35488.56304847599
CataID1126053022895 0 517.9741008093871
CataID2121028004531 0 1456.8057926030663
CataID1107065021228 0 1981.1731636926436
CataID2107167005702 0 2495.4211102673594
CataID1121053046967 0 173301.7878435032
CataID1109053004818 0 93550.07649981501
CataID3011007016128 0 -100
CataID1109020006221 0 3249.976736670649
CataID2015290031609 0 500.1996781986262
CataID1129038058483 0 1101.5929453931305
CataID1115123054888 0 662.172484780326
CataID1112047047780 0 663.7350004021856
CataID1140074059082 0 -100
CataID1118006025675 0 3209.2983022573862
CataID2107007016041 0 967.4490297374463
CataID2102020026889 0 1414.8711080129758
CataID1007120043718 0 295.6597485437392
CataID1129110027657 0 4863.959153739205
CataID1123055006173 0 22969.894526851305
CataID1121089036959 0 4086.2837113266078
CataID2104326005041 0 -100
CataID1112090027518 0 10223.776214121943
CataID2112231002045 0 2375.5703058333656
CataID1112123025356 0 454.01348741878775
CataID2016276031596 0 6404.503862559758
CataID2016276031673 0 3884.656109304696
CataID2118116018661 0 -100
CataID1101087089000 0 -100
CataID2021201028704 0 -100
CataID2021201028753 0 242.40276233603737
CataID2003194019279 0 1612.2688146265286
CataID2000241003294 0 9170.130610477874
CataID1115065035527 0 1819.050503722115
CataID1023059050180 0 -100
CataID1023058045979 0 66.0353313876941
CataID1132076074069 0 892.6131368268259
CataID1115070019584 0 4646.0591617597265
CataID2126101030898 0 1056.0877447647297
CataID1138052010034 0 71292.56543467115
CataID1123065055355 0 1015.2940881172642
CataID2101168023795 0 15185.048386272554
CataID2108163023058 0 -100
CataID1123076024168 0 579.1913383038643
CataID2102176027468 0 370.4561632052877
CataID2000168001383 0 -100
CataID3009067017557 0 1270.3462679011554
CataID1129040010017 0 494.7177307382715
CataID1001076033300 0 106238.15906691214
CataID2001196020104 0 2918.9889277991633
CataID1132060027723 0 89078.32051504959
CataID1007048030926 0 32504.923457620236
CataID2112023006482 0 1518.1989475094467
CataID1107055021426 0 86989.67757943139
CataID1104010026063 0 1423.1678344894465
CataID2121044017184 0 21162.6772225275
CataID1138034066034 0 264.2617138339336
CataID1009015047022 0 12669.11604415581
CataID2114016002538 0 2382.469545989697
CataID1109124039509 0 25375.40352339444
CataID1007018012124 0 23584.802719041967
CataID2009315014908 0 12096.15288742813
CataID3009170010170 0 2992.6808840136728
CataID2000015007514 0 12115.902501364988
