TranID1209150070034133708 0 420.3542525184605
TranID1309120150014104855 0 1408.3950709131218
TranID1209141090024103854 0 596.816172677566
TranID1311081150044101824 0 3159.293708724873
TranID1210191210034106470 0 3469.800372932625
TranID909181260024124094 0 36180.210381286386
TranID1306271260024129130 0 23259.053838754746
TranID1009101320014148188 0 6345.274910476595
TranID1009171380014137774 0 1198.542314681111
TranID1101151380034121388 0 24769.560860178295
TranID1310281380044109757 0 3524.5608121994283
TranID1109200090054128813 0 375.342657086353
TranID1111170120064131084 0 23305.062620208137
TranID1512051010064104562 0 91.55556356809446
TranID1608291180064102809 0 21095.157987297218
TranID811021210044141173 0 10185.035957701853
TranID1211131260074105573 0 1681.5896841779622
TranID1209171260074119171 0 14197.27903121175
TranID1511140010094131284 0 1322.616677334881
TranID1510090040084109400 0 3722.148437470544
TranID1309050040114124314 0 -100
TranID810010070114130714 0 1878.1628193212414
TranID1510090090084228144 0 1680.5178802804824
TranID1309300180094104003 0 258.7438175326113
TranID812201090114114629 0 425.8126393073733
TranID1402091120094104587 0 6796.776132581282
TranID1409201210094112809 0 5298.375663458814
TranID1610051290094112842 0 108.41630564216952
TranID1211121320074127003 0 60094.37335908414
TranID1411171320084101121 0 203.4902076339739
TranID810261350094107353 0 8238.978372490923
TranID810311380084125884 0 84747.6189859688
TranID1010290010144110138 0 247.67247336082752
TranID910150040134134343 0 8426.63482388425
TranID1309300040144138533 0 1269.5113802338062
TranID1410050070134116305 0 2041.7569189996657
TranID1609040090114121233 0 716.4403315323408
TranID1510101040114130731 0 -100
TranID1310261040144104091 0 2774.1094115369756
TranID1210081120114116244 0 848.495912084907
TranID910141150144125644 0 65.01927166851218
TranID1109301180114106824 0 7267.691610555917
TranID1310301180144107762 0 2102.5969129640025
TranID809091350114140756 0 74211.05587219626
TranID1110241350124145757 0 5191.632805484375
TranID908300010154119826 0 322.70900496843416
TranID810300040154130307 0 25022.639754093278
TranID909220120164109913 0 -100
TranID1201270150154131595 0 33.55183759882615
TranID1210200230154132703 0 2268.5869584529887
TranID1210131010164113786 0 604.0101596585245
TranID812221070184114632 0 7857.1889695968175
TranID1011281090164116065 0 212.1503657533428
TranID907301150164137251 0 4661.091481349494
TranID1502081210164117530 0 26255.448207996236
TranID1211201260144138885 0 17279.099684438046
TranID1311081260154102489 0 3724.567664091777
TranID711081290154130838 0 74606.85793638545
TranID902190010214113713 0 20935.967164265272
TranID910150040204143496 0 7420.287192845558
TranID1109260040234128189 0 49002.606559122534
TranID1109230070203125535 0 2889.8757757238723
TranID910230090204201714 0 295.2701728931139
TranID1512020120214117598 0 2180.377205579318
TranID1312310210194108321 0 5328.541908112331
TranID911211010194134434 0 6397.222306064994
TranID910161040224134177 0 1302.8390303691751
TranID801101070194114719 0 1863.4086241304703
TranID810241070224132530 0 19197.951088926227
TranID1411041090204104071 0 3004.374370138146
TranID809071120204122681 0 31280.01283003178
TranID1411251150194108707 0 18210.357865816542
TranID1101241180184124491 0 2449.8970317106755
TranID1202111180194119491 0 -100
TranID1201301180224121978 0 61690.32042482532
TranID909271210194141689 0 1261.9865747969452
TranID1001131320174130050 0 31659.073604590663
TranID1210161350174146514 0 15031.698952529327
TranID1002161380164181715 0 1330.2573403888223
TranID1010130070244116923 0 6647.67247738739
TranID909200120234112238 0 26496.87697556956
TranID1011030120264112859 0 55557.51909135467
TranID1002181010254112737 0 11566.212197747369
