0 75.57883134251254
1 73.4065689105378
2 71.56574683111992
3 70.11288845250795
4 68.84747408428322
5 67.82017833693075
6 66.94545040845811
7 66.24319401290965
8 65.55767641435632
9 64.94695127474284
10 64.4773675836181
11 64.02836525676022
12 63.640720351023084
13 63.29536567731109
14 62.9580286538486
15 62.7198755401005
16 62.440571000495495
17 62.18397963618138
18 62.0663123370451
19 61.7913524768797
20 61.63810397441029
21 61.450453263419654
22 61.29827196433507
23 61.14138473191259
24 61.034694102394795
25 60.893396501945446
26 60.785525811111384
27 60.66339225077825
28 60.61776232756489
29 60.415713220832245
30 60.32765923214731
31 60.21171021962602
32 60.17971344936073
33 60.00294394685101
34 59.963688718752344
35 59.89958623686207
36 59.936381122169536
37 59.70052635622257
38 59.705035322398935
39 59.640064694068556
40 59.494342415769715
41 59.43151207652656
42 59.43434299520055
43 59.428860724596184
44 59.34075649336168
45 59.25549840438905
46 59.218140610971275
47 59.115195619870825
48 59.1200029908397
49 59.13988226708618
50 58.8904774647734
51 58.99608790388895
52 58.84348016776934
53 58.873611362118744
54 58.76650085492641
55 58.79142321501828
56 58.7558329804937
57 58.659583363065586
58 58.678915353382266
59 58.6441124920363
60 58.4700040850747
61 58.50314859769508
62 58.447463039603115
63 58.3811169782641
64 58.44991149699317
65 58.264361276073664
66 58.26794990287624
67 58.35935803766541
68 58.30162285226833
69 58.2374544298612
70 58.17490433890374
71 58.161037108569474
72 58.09129945299945
73 58.070747572062096
74 58.04628003871086
75 58.01297978732839
76 58.02065449339405
77 57.9634480759476
78 57.81771025859568
79 57.97753812285932
80 57.90664150694648
81 57.89685022759588
82 57.84158706677737
83 57.728575248099865
84 57.682558600870756
85 57.74482738393604
86 57.795025594566766
87 57.733995473816854
88 57.674542778960124
89 57.6169443839184
90 57.644611806566274
91 57.562155529236776
92 57.457945023749616
93 57.493772043430624
94 57.485718055555
95 57.383613472886815
96 57.46519159869996
97 57.36043754045309
98 57.39398432942927
99 57.404447103053094
