Class,ObsCount,amplitude,beyond1st,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,kurtosis,max_slope,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,pair_slope_trend_last_30,percent_amplitude,percent_difference_flux_percentile,poly1_t1,poly2_t1,poly2_t2,poly3_t1,poly3_t2,poly3_t3,poly4_t1,poly4_t2,poly4_t3,poly4_t4,skew,small_kurtosis,std,stetson_j,stetson_k
Blazar,380,1.8431500000000014,0.29473684210526313,0.08899793588951223,0.16654788688469732,0.23330866220533478,0.34005652142203485,0.5905806770320841,0.4545690728581726,17.347936155283968,0.4682760277008307,0.060526315789473685,0.5052631578947369,0.5333333333333333,53.15019045985531,7.233739749052927,-0.0003852227454453145,-0.00040611271405093934,-1.8395559128003233e-07,-0.0005627499357792225,-1.5870681783194847e-07,1.16834162084624e-10,-0.0006990954293723588,-1.0467617928200287e-06,2.682826087560277e-10,4.662539032164973e-13,0.14996090545874613,-3.0238937307902827,0.5967226207771348,2.108506640895509,0.7069767768698126
AGN,217,3.1370000000000005,0.2304147465437788,0.10173765589544329,0.2495857487975184,0.36271244218778886,0.5054141081559097,0.6913440189554785,23.444375140354957,22.551582486381182,0.39416722801503523,0.0967741935483871,0.5023041474654378,0.5333333333333333,71087.60631304918,3.3277285905552767,-0.00038771282204914443,-0.0003507457386033648,9.659466045068902e-08,-0.0004978891525641047,2.0967849161162136e-07,1.5270834032250628e-10,-0.0004374989721544419,3.027185218940761e-07,6.440259447214018e-11,-7.839255031176845e-14,-2.5697896384651413,-3.042121277983047,0.5737263216194306,0.44116168006736955,0.33755426922020965
CV,448,3.4135,0.06473214285714286,0.024795193104649126,0.04669607056881351,0.07209314416222604,0.09963894273770055,0.16220759976942078,22.87508885234157,52.39713176541816,0.38228347815688707,0.15178571428571427,0.48660714285714285,0.6,244905.2657534098,9.84197030575627,3.491716225585383e-05,3.568660414418185e-05,1.941662907121579e-08,0.00024531843211761487,-2.945864894635412e-09,-1.5244351333025393e-10,0.0002640514114049022,3.290266747409135e-07,-1.769296183750788e-10,-1.6625882964720975e-13,-4.614174905534724,-3.020239834735728,0.8635359849697103,3.361118517541767,0.30367319797237247
Blazar,169,1.671899999999999,0.3668639053254438,0.042864316555158016,0.08579470322748137,0.18427545427104908,0.3469896689921222,0.6159898789694747,-0.6606230361462271,14.649729705341757,0.6444042505514513,0.0650887573964497,0.5029585798816568,0.5333333333333333,33.65772089935483,19.89109568077172,-0.0005716756390670903,-0.0006880939336713249,-1.9379810040661787e-07,-0.0005294856074755568,-4.4295757669215735e-07,-2.0367897378811118e-10,0.00014617333932358465,-3.552402059063918e-08,-1.3529775756627922e-09,-6.505873204476181e-13,0.13644808282298954,-3.054325084770219,0.7999598251623434,1.905866071400215,0.7333115348669034
SN,151,1.399700000000001,0.2847682119205298,0.13435410894080135,0.19062683559484767,0.3088102199484125,0.43037205585100896,0.625285634953648,0.6258413058722105,10.393498556655052,0.3897807815446702,0.10596026490066225,0.4768211920529801,0.3333333333333333,46.50069893831199,5.208506433719524,-8.993480962100568e-05,-0.00010143684186407915,-7.328624773175689e-08,-0.00028507514731468246,-1.2402883500872576e-08,1.3944844615534055e-10,-0.0002581317762270372,8.536807665401026e-08,1.0874297263559545e-10,-5.171200056931457e-14,-0.22183492358451734,-3.060946852893162,0.4973411256871679,0.07359752755900952,0.6705220250507911
AGN?,47,1.1034500000000005,0.425531914893617,0.04930992647588121,0.1013086438505067,0.33807954023217807,0.6014717329921029,0.8144778725823414,-0.8806765588151837,4.738600166532871,0.493365323675871,0.0425531914893617,0.48936170212765956,0.4666666666666667,22.916630833291165,11.837686527815551,-0.0002784235728121915,-0.0007319001177928017,-4.5873974364804904e-07,-0.0006371246872989931,-1.2116300161437815e-06,-3.750921323187435e-10,0.0001440571836787677,-1.22220234080558e-06,-1.5602203553409533e-09,-4.631176475861297e-13,-0.4180653365882461,-3.206060606060606,0.5977163115658911,0.9692899293309405,0.7432458871103501
SN,60,1.6117000000000008,0.4166666666666667,0.014020155445524816,0.019081166795907222,0.060105432748504654,0.12291939816188141,0.29762208315649424,-0.03945178110707648,9.364316320351074,0.6385976666666658,0.0,0.5166666666666667,0.43333333333333335,165.93216270011752,75.64174111952683,-0.00037188098286431353,-0.0005343120364339253,-2.9247194179112604e-07,-0.0002990547603438955,-5.817374080104088e-07,-2.3772652957889317e-10,-0.0002489489585724214,-5.4657287014353e-07,-3.0862075801070863e-10,-4.1769897389262733e-14,-0.8024980092222844,-3.158802177858439,0.7983524591041399,1.352561690660652,0.6001271189520739
CV,454,2.0581499999999995,0.16519823788546256,0.004811554819424146,0.007845914952782735,0.011495761814998444,0.017181417365494348,0.03025413267062437,6.141713786268437,43.986881035215646,0.39093108346756517,0.10792951541850221,0.4977973568281938,0.5,671.820841550611,75.65026245549538,-3.0058046299535294e-05,-2.8115024266419743e-05,-4.852686077896811e-08,-0.00036050787438881063,-5.217565718224092e-08,2.4064371965225207e-10,-0.0003557169528603961,-2.9530423241384145e-07,2.3566963108046474e-10,1.2210703949489749e-13,-2.1563904788433343,-3.019970370661068,0.6628995081457328,3.1714974329752605,0.4566360787933604
AGN,336,1.173350000000001,0.3541666666666667,0.17306509640435191,0.33689315223361027,0.4684152667789349,0.63573793787309,0.8332073965385288,-0.05705067572501088,13.354641776948375,0.2965516882794777,0.07738095238095238,0.49107142857142855,0.4,12.375190875286593,1.9043736447316846,-0.00029913759371766346,-0.0002967733344142605,-1.6182254347951586e-08,-0.00033938358752435546,-1.920795693744025e-08,2.958420901252715e-11,-0.0003400044998872836,2.4388342585428034e-09,3.080949802794936e-11,-1.0880730044393917e-14,0.22149065550605204,-3.0270540001078925,0.3581755080473024,1.576704109007646,0.8152032646507826
SN?,20,1.3401499999999995,0.35,0.05701704493021897,0.08873270245921155,0.13350952375900427,0.3067818592996686,0.5223938997388531,-0.3228457990875788,7.543823869365116,0.56756,0.0,0.45,0.3,30.18381899266288,13.856167601979696,-0.00021072426899097917,5.2886708640209116e-05,2.5143535581664164e-07,-0.0004820994022800551,9.394147525030098e-07,5.553683816922441e-10,-0.000560794417300644,8.778681356978699e-07,6.583714186769932e-10,5.892339243179509e-14,-0.32448793697541134,-3.5392156862745097,0.7179038495948868,-0.21664245729575016,0.621360885092249
AGN,221,1.494299999999999,0.29411764705882354,0.09845905162482856,0.18243281870052558,0.277669930953561,0.4182604268119124,0.7043091012206655,0.4131999438786145,13.471406478344239,0.38862362768985087,0.07692307692307693,0.497737556561086,0.5,33.07218616593593,4.233593651867602,-0.00019451651099211222,-0.0001960339901458728,-6.7936504961012535e-09,-0.0003262955005742704,6.996118157564022e-08,1.1486492781143014e-10,-0.00031508259562838874,9.285455566456983e-08,9.997243645649531e-11,-1.5234902335740924e-14,0.18004596473330273,-3.041347241422647,0.5015617481590593,0.16617115662170953,0.722759952958608
Blazar?,204,2.2781000000000002,0.27941176470588236,0.10150057385330415,0.1677239258192329,0.2519396176582026,0.3797194888072279,0.5972363731175714,1.4662401616545266,18.358416725763668,0.5009267877739336,0.0392156862745098,0.4950980392156863,0.5333333333333333,647.1831596021151,7.018040672859853,-0.00021259390971746248,-0.0002135461165388315,-2.8544716226270453e-08,-0.00017278573646574262,-3.9178965341132416e-08,-3.219358232813933e-11,-0.0001729104524858501,-3.966129251530146e-08,-3.2047462213102506e-11,2.960016697331258e-16,-0.13356050866369687,-3.0448500073887987,0.6494686593585842,1.0035452145757682,0.5805035178366358
Flare,316,0.7560000000000002,0.2689873417721519,0.12534280978302006,0.22829041895211352,0.32845593200042067,0.5142609218725674,0.7462560627066287,4.05492340474566,19.659279339516463,0.12075672768787037,0.26582278481012656,0.4620253164556962,0.3333333333333333,8.383164979987757,0.766030694346898,-1.5495874332006852e-07,5.686262509413058e-07,-1.6480992819561447e-08,3.1411887649401425e-05,-1.5953011224599035e-08,-2.6073047461183123e-11,2.8916737945994946e-05,1.3027286021695131e-08,-2.3726944713528884e-11,-1.691494252013708e-14,-0.5810197399560676,-3.0287845180195765,0.1651926757847072,0.02750828957943024,0.7007475113153291
CV,197,2.7569,0.19796954314720813,0.08159511939792037,0.14395992625763676,0.23035305163340525,0.3740748451866201,0.5440143136892225,22.8108732579719,156.73466207375722,0.3823764951428794,0.1065989847715736,0.4720812182741117,0.43333333333333335,24393.95380183779,3.643253462693105,-0.00011040155120155508,-0.00011207325060757948,1.2181171279847696e-07,-0.00016275349726426925,1.263313104383212e-07,3.710370406199286e-11,-9.433869704972373e-05,5.846134142428336e-07,-2.4287151721849926e-11,-2.4452164526371633e-13,-4.077260253297447,-3.0464710547184772,0.734021316883429,1.658556302028087,0.27165814618467843
HPM,123,0.6033499999999989,0.21951219512195122,0.12963758857497532,0.23683863944515188,0.3707045607575736,0.550729442977245,0.7515746482483079,4.399161664548487,36.541603021560796,0.10957716967413594,0.2845528455284553,0.5284552845528455,0.5333333333333333,2.132564341670921,0.5936895189596789,-2.6687321306371863e-05,-2.7325838765851482e-05,-3.305888292061471e-09,-4.484334500154448e-05,3.202783726958838e-10,1.5146087047879505e-11,-3.937684199433727e-05,4.462636540654055e-08,6.129987169325422e-12,-2.890349266102744e-14,1.0516124521044794,-3.075206611570248,0.15539818079853798,0.14626063578592405,0.7635558811510402
Blazar,201,2.487050000000001,0.39303482587064675,0.19035254137655813,0.2975056597998137,0.4466599473543493,0.629942688518846,0.8418496848739976,-1.4572167080865388,68.47079257706615,1.2739010321526696,0.01990049751243781,0.5124378109452736,0.5333333333333333,116.27353057793793,45.51574703021665,0.0004841322669427273,0.0008855439231089999,1.334717306170107e-06,-0.0005837958199198045,2.007876619378765e-06,1.6331627075414429e-09,-0.0009395392907942822,9.209579272673679e-07,2.2079087822420536e-09,8.763224007536544e-13,0.17438073947881078,-3.0455306837216387,1.405865414858062,12.223828274657818,0.8453794624591348
SN?,26,0.8953000000000007,0.38461538461538464,0.16009171746292605,0.24141440603568343,0.47202478775671686,0.6851346612296705,0.8671356273788968,-0.954994412225711,8.96524838832354,0.4045846153846156,0.07692307692307693,0.46153846153846156,0.4,7.7746892154828995,3.577776534754542,0.00026049020244827943,0.00014230451681094083,2.249460233290124e-07,0.0006883347764552927,4.599073815279523e-07,-4.991123066762007e-10,0.0005847169765393111,1.1357978759187567e-06,-2.5985682091683683e-10,-4.645846246847953e-13,0.028497090972008178,-3.3967391304347827,0.4905127693154774,0.2768217755397705,0.7782645057141325
AGN,144,1.0310000000000006,0.3333333333333333,0.12463715709559636,0.19123744852112506,0.3242596475703136,0.5249197241379338,0.7386549464477193,-0.1233346329992111,9.586057241521504,0.3454255497685188,0.06944444444444445,0.5,0.5333333333333333,7.820553609186006,3.5083398865705426,-0.00021545140004360685,-0.0003467945586728329,-1.3562845809314347e-07,-0.0003997130171226258,-1.755438619133326e-08,7.451268682801567e-11,-0.0003327560957593305,-3.032914921411426e-09,-4.658093538956184e-11,-5.690445835181545e-14,0.22100229822522469,-3.063979622415343,0.4310709294934776,0.28803355899539074,0.7714843947152227
SN,18,0.8281500000000008,0.5,0.029504094974591298,0.07278540431506077,0.10919635096335331,0.3521265177272179,0.5799320890514137,-0.20969697418515132,1.3127319973902276,0.44870370370370455,0.1111111111111111,0.4444444444444444,0.26666666666666666,18.727805210647553,17.851871197292414,0.0002445743164474499,0.0002348947822602794,-9.861467368190201e-08,-0.0001184628412616276,-5.465336185680689e-08,3.8354201666790644e-10,-1.1415689461053033e-05,-1.1151731686441995e-06,3.5508415939256307e-10,9.702064243683472e-13,-1.01631768982678,-3.6125,0.5524147226057922,-0.109227530953813,0.7177977974859219
Blazar?,363,2.5955000000000004,0.4297520661157025,0.013129750026983094,0.04841214860810642,0.1390702887512291,0.2531702780858998,0.5278766787698399,-0.8439393330371874,39.77450573234787,0.9272912809537915,0.030303030303030304,0.5013774104683195,0.5666666666666667,352.4272243662733,97.36944301770355,-0.000862601609601967,-0.0008642370530900183,-3.199459706548264e-07,-0.0004252007289090417,-3.41823576315197e-07,-3.0162123629777644e-10,-0.0004315217803325408,-4.1676407314480853e-07,-2.9618672491959523e-10,3.7261012801195513e-14,-0.1879672314339347,-3.0250230840258543,1.1095978670487852,7.901250938801967,0.7174991023090983
SN,226,1.6524999999999999,0.2743362831858407,0.12527408077091193,0.210854400274953,0.306449071996288,0.4523701188022049,0.6781939761525547,1.3336911356619772,12.258989835660243,0.3515126948077373,0.09734513274336283,0.4646017699115044,0.4,32.41631489374469,3.846949673599533,-5.5640017584984795e-05,-4.0428224863200434e-05,7.774319602600871e-08,-0.00018469437478417757,1.0135742037751756e-07,1.0058816468585705e-10,-0.000237044510212989,-1.61041818160276e-07,1.565068071059638e-10,1.377177024142558e-13,0.2506774356274064,-3.040418802049968,0.45848111756003146,0.464488250928027,0.708637152375568
CV,381,2.4007499999999995,0.28608923884514437,0.028282440911568986,0.04876861423148577,0.08287458170439965,0.13224835735025067,0.19857117191286758,4.950330442853657,59.83923286333493,0.6018559310007493,0.04199475065616798,0.49868766404199477,0.43333333333333335,4798.54424931943,35.425036866476255,-0.00012275874144942914,-0.00013196127958591274,8.63413302381628e-08,0.00027289260758464314,1.3300928265071913e-07,-2.8972285341616415e-10,0.0002455969780390372,6.060510948563112e-07,-2.4838063952612377e-10,-2.467637636990058e-13,-1.7950646786352682,-3.02383046446371,0.828209130623546,5.384977913079443,0.5756388729007368
AGN?,183,1.2720000000000002,0.3114754098360656,0.10968873335566276,0.19663180471080477,0.29464407108591845,0.5302748540530658,0.7671369213393923,0.07832828765530797,21.167220492886624,0.43000944787840745,0.07650273224043716,0.5245901639344263,0.5666666666666667,8.30250688232125,3.887322190958421,-0.0001754095300665036,-2.637278421810608e-05,4.851654855510876e-07,-0.0002379489146277998,6.141485809927872e-07,2.0487024153235898e-10,-0.00014700003534633181,8.03801416001306e-07,6.963288942861855e-11,-1.4454448871210038e-13,0.5819885604306109,-3.0500920810313077,0.5464556568689152,0.5955043039102146,0.763989503165119
SN,104,1.0600500000000004,0.3076923076923077,0.17027645649654255,0.2472891023986581,0.36804479141751295,0.4998890755085877,0.7263627703127288,-0.19634198457664276,9.054973652055509,0.33707692307692305,0.0673076923076923,0.4519230769230769,0.4,12.013250984430169,3.0560512938842312,-7.322599792038629e-05,-0.00010525236154590258,-7.679991788741261e-08,-0.00011459075704590403,-7.049665284158993e-08,7.613056488305589e-12,-9.10297923559234e-05,-4.0470654537682216e-08,-1.9441127379279094e-11,-2.1194672528950495e-14,0.1278163782144846,-3.0894001164822367,0.4168434788802494,0.0893726203236021,0.7594638986632757
SN,72,2.2692499999999995,0.4027777777777778,0.0168045290853434,0.03433698103269707,0.05175231743426798,0.11012293584263039,0.5880498433307318,1.7351714183445441,7.131752084627813,0.6440217592592585,0.027777777777777776,0.4444444444444444,0.5,2179.9610400139413,50.99656955580572,-0.000274270944359719,-0.0003961382030390306,-3.7782964135949027e-07,-0.00013918454234865255,-5.386771008288141e-07,-1.841752791147307e-10,-0.00011968552099537213,-5.118301787725411e-07,-2.0514127788837343e-10,-1.720921399820547e-14,-1.168467180379264,-3.131055900621118,0.8555917800975995,1.0715303114106012,0.48891192049386356
Flare,434,1.0375499999999995,0.271889400921659,0.09851976662081433,0.18163961285332553,0.28657310705057026,0.4215124546178657,0.6242836946584581,2.1684659506823696,18.84536533528754,0.18830315360275252,0.1774193548387097,0.49539170506912444,0.4666666666666667,8.907177135694353,1.6685064214230612,-5.573284971314648e-06,-7.264741017041383e-06,-4.121237622332566e-08,-6.326408481933768e-05,-3.233104549040679e-08,4.003402116574148e-11,-7.05698519732611e-05,-7.434861573952015e-08,4.720787433998684e-11,2.0795636011279522e-14,0.07308479190659868,-3.020897782933746,0.2572191224419334,0.01678796848898814,0.7215602064459091
SN/AGN,40,1.0118500000000008,0.3,0.11777193216781684,0.19585226297891545,0.29804746505069424,0.4323149847095313,0.6128203644013733,-0.5137727488352488,4.35240575718224,0.42362425000000004,0.075,0.475,0.4666666666666667,24.063816068855186,8.704661180880805,-5.83903809197266e-05,-7.67952781930324e-05,-3.6550964124163565e-08,1.8493921898349967e-05,-1.0322323875224717e-07,-8.198783433970924e-11,-2.1886678551013114e-06,-1.3984686622171345e-07,-5.4975981373748965e-11,2.4583839743770816e-14,-0.41566813834555144,-3.245376955903272,0.5008630640371347,0.18157842345654113,0.7499529465574237
SN,117,2.1366499999999995,0.49572649572649574,0.013622523434683132,0.029597559422841882,0.05019320499441775,0.13601084156482848,0.6746552894042392,0.15419949534849087,19.093433706909227,0.7248547885163262,0.042735042735042736,0.5042735042735043,0.5,826.370439016575,70.46912261509355,0.0006975484569178871,0.0006866907876254197,1.8382088417396072e-08,0.001381163669431979,5.8069364605693e-07,-7.414137625921415e-10,0.0020141678940626606,-6.0325203879719e-07,-1.6773959930847219e-09,8.869995930748981e-13,-0.8072075616096659,-3.0791762013729977,0.9202767129268442,2.3680361354872104,0.572241566154934
AGN,198,1.2592999999999996,0.2828282828282828,0.12238415018582917,0.1890744117249277,0.33501190798067054,0.4546971882480524,0.6112125308272988,0.003379809569822534,12.956580935460842,0.4033802061014186,0.0707070707070707,0.4797979797979798,0.5666666666666667,12.040655912238371,4.514795870791497,-0.0003755065639838024,-0.0004079299630745187,-9.961585455629332e-08,-0.00044902215277925755,-6.306672464300338e-08,4.249482622363538e-11,-0.000489169030434489,-1.1020927238470938e-07,9.611195523251008e-11,3.8973629459561333e-14,0.48211445654346863,-3.046232339089482,0.5093399243236022,0.4310226020822004,0.7737774042496997
AGN,263,1.404349999999999,0.30038022813688214,0.10114034483798484,0.1891818413261585,0.3180635081703821,0.4432874128997512,0.5922677844755355,0.17441023522272614,11.06758542934339,0.35730774769043955,0.08745247148288973,0.4828897338403042,0.5,24.345449627583786,3.890335644452331,-0.00017512666192967213,-0.00016886865859161153,3.077392341272553e-08,-0.00026750340488767237,6.553368896573627e-08,8.306382630835412e-11,-0.0002053694656545206,2.57174658443652e-07,5.456945811312656e-12,-1.1814325657893112e-13,0.21431045691147058,-3.034659593280283,0.453012870608152,0.11047135001490761,0.7641904173155715
AGN,242,1.349499999999999,0.2809917355371901,0.14705478746462824,0.25090620585670165,0.3836007510576375,0.573800924540743,0.7892871994893623,0.047592071730086616,15.295273645539087,0.4210537326685335,0.07851239669421488,0.5041322314049587,0.4666666666666667,8.552328355259075,3.2801958817662973,-0.00044784918012697383,-0.00045242698694846135,-2.3982044171531385e-08,-0.00047834117023277484,-1.177411667155247e-08,2.0296216809263716e-11,-0.00037592710183575014,3.12234290047143e-07,-1.0962554026879114e-10,-1.8187228566126335e-13,0.6015119573988785,-3.0377092050209207,0.5251060413478319,1.1682622265202827,0.8052206938330165
Blazar,155,1.18295,0.32903225806451614,0.09251830968023948,0.1913624410014199,0.3077653657656772,0.466040605999476,0.7248017501825182,-0.039476542150800764,8.156648130575007,0.3639369573361084,0.0967741935483871,0.49032258064516127,0.5,18.440167385130273,4.600648677490505,-0.00010491553210735764,-0.00012646166902096948,-1.389387114414242e-07,-0.00038463336312194625,-6.293521087663222e-08,2.1609441481936637e-10,-0.0004392113308162295,-4.977134977532746e-07,3.086599162465478e-10,2.579415025569641e-13,-0.17887009786270755,-3.059339525283798,0.45978969469636183,0.5573587115164481,0.6808953806669097
Flare,188,1.7822499999999994,0.2712765957446808,0.08502915553834922,0.16489292331599753,0.23121266811092783,0.34997678027248186,0.49624907048637884,3.3843786497337076,155.35957773128442,0.39483644182888233,0.07446808510638298,0.5,0.5333333333333333,223.93134185587684,5.478993359325762,-2.2038985175272952e-05,-3.0914946630360595e-05,-2.6616372457462564e-08,-9.655342043391714e-06,-4.137058794869271e-08,-2.0290261094124227e-11,-8.743999383530493e-05,-2.1631394091234687e-07,9.329106638555261e-11,1.2394108952693306e-13,-1.002768513905169,-3.0487358326068,0.5450357133092925,0.4320110415419244,0.49839136375979476
CV,214,2.4549499999999993,0.09345794392523364,0.00014990282251969148,0.000260411901039994,0.00040876934951842675,0.0006394627053958253,0.006068038922402987,7.00949162188957,14.880786765883418,0.5916117826884477,0.11682242990654206,0.5,0.4666666666666667,22010.51697979577,2099.009373460612,-4.3813812525636565e-05,-4.823204533274112e-05,-6.438986334618627e-08,0.0004629725478437032,-1.095261886046119e-07,-3.8604222685781956e-10,0.0005154975708156399,6.059329548533858e-07,-4.50349369135689e-10,-3.9156935257029694e-13,-2.7968774442955637,-3.0427210945184657,1.0170297309154148,6.434631994531157,0.48304601460973345
Flare,186,1.33615,0.1827956989247312,0.11723433749120674,0.1851204104751588,0.2612400422469532,0.3528385425565089,0.6307665855852518,17.589955429753665,16.070072359236587,0.16038457625158917,0.1935483870967742,0.45161290322580644,0.4,76.16130880967403,1.5232099425229957,1.7338641776629242e-06,-8.370090323749571e-06,-5.2616462255972815e-08,-8.798113708260667e-05,-3.7485637455027663e-08,6.23143995525639e-11,-0.0001328795512002312,-2.896021531411846e-07,1.1912546108705816e-10,1.496696157731926e-13,-2.6766552669227566,-3.0492694226657164,0.2505465977358786,0.2770631346133103,0.49737642083823075
SN,322,1.565150000000001,0.35403726708074534,0.03484247721238096,0.06398705061397335,0.10387654937626187,0.20220817204714017,0.6924320655292563,-0.24438598105603937,21.453118529809483,0.5092755159908956,0.09316770186335403,0.4782608695652174,0.4666666666666667,18.819828689252866,12.148621107261429,-0.00025804978829748615,-0.0002850874703444647,-1.6118010269204208e-07,-0.00048227291792186743,-1.0529098788712866e-07,1.4865870136813208e-10,-0.0007122153917190623,-1.0713774719774181e-06,4.0882852611860836e-10,5.03521296722514e-13,0.1739990076407763,-3.028242554858934,0.6710489000988611,1.570581623961153,0.6885571922416086
AGN,226,1.1842500000000005,0.3008849557522124,0.11450048565303861,0.22728327147425076,0.3488421288955187,0.48237499080749763,0.7142196857380905,0.23358629197380365,14.61859464503255,0.33667527605920666,0.09292035398230089,0.5132743362831859,0.5666666666666667,8.379457316053767,2.756669357872725,-0.0003102662560408143,-0.00026633368680606856,1.07175866290076e-07,-0.0003058171666223694,1.5155543552121818e-07,4.546230199321883e-11,-0.0003232121763601507,1.3599251266088194e-07,6.976419494366802e-11,1.5285074215340218e-14,0.4825102781250778,-3.040418802049968,0.4296170196013774,0.44114846065513946,0.7611362930363692
SN,309,1.2461499999999983,0.2524271844660194,0.11265195288911214,0.19559266617018667,0.2829480873984563,0.42028945167838005,0.6240685468074457,1.9325746154721775,10.155700265937874,0.25357904504561146,0.1262135922330097,0.5242718446601942,0.5333333333333333,17.038482524317484,2.5096192442362946,-4.013337762336113e-05,-6.953479008711111e-05,-1.4950150696267546e-07,1.4165506673984082e-05,-1.6748008675895998e-07,-6.013819755497575e-11,6.316637032243501e-05,8.373686517999767e-08,-1.1445725149783267e-10,-1.274892815988886e-13,-0.178707607579091,-3.0294436993038256,0.34376069015766736,0.3696728133259767,0.6710666527384694
Blazar,324,1.0793,0.2654320987654321,0.14121322161107164,0.27396897187482167,0.40358529050713426,0.6001882449249503,0.8182235835656647,8.189454215694964,15.307878357842831,0.18587961438804929,0.1574074074074074,0.5246913580246914,0.5666666666666667,1.8209557242286298,0.9871795730302544,-0.00021247085439562795,-0.00021054643667784055,1.0908516532024461e-08,-0.00010414006061147605,-1.4120695714302431e-08,-8.115748467541196e-11,-8.711228179967557e-05,6.565371969723185e-08,-1.0051877500357419e-10,-4.2670388223786796e-14,1.8025340370025869,-3.028066407383758,0.2559687156812019,1.4762220877394052,0.8055795205093799
CV,169,2.9742999999999995,0.5207100591715976,4.719835366328974e-05,9.29085857549142e-05,0.00014631067126546994,0.00028209687437600234,0.004350270880919295,3.4106339549140934,8.403130296135112,0.8710967683204326,0.07100591715976332,0.5207100591715976,0.5666666666666667,28247.799749157104,14832.864469780758,-0.0003123088322549789,-0.00014673844798283823,3.80954097712605e-07,-0.0005899232071291986,7.704895942088574e-07,4.2607765291853253e-10,-0.0004546915685808497,9.921460660411402e-07,2.300928256765565e-10,-1.6780789541530131e-13,-1.9645923841651063,-3.054325084770219,1.3578484491485672,5.581328495463393,0.3949892960449428
AGN,257,1.1533999999999995,0.29571984435797666,0.15232713763672712,0.2620296726670648,0.38318059550232386,0.5725133763371895,0.8372338404517361,0.049863249696108,10.554069978679967,0.36649195294402626,0.0622568093385214,0.47470817120622566,0.4666666666666667,8.362676114879099,2.791409880286688,-0.00034186178108143835,-0.0003676759294593604,-6.203864362036916e-08,-5.881470513521591e-05,-2.5663455158056753e-07,-2.602757565512679e-10,-2.5660198543232122e-05,-1.9274144857243268e-07,-3.022757317543604e-10,-4.09697233024687e-14,0.5390714162511042,-3.035479388605836,0.46079344447511705,1.053663456495826,0.7964894105984552
AGN,250,1.2007999999999992,0.296,0.14697796188912587,0.2349808931370861,0.35457413556483536,0.4981158404889145,0.7253752658499942,0.44791471284404105,9.61304525845443,0.30610265600000053,0.1,0.444,0.4,12.173463985841664,2.298772448237285,-0.00018170840716111414,-0.0002494940537498778,-1.5797805100453794e-07,-0.0003989104726174443,-9.21585288416183e-08,1.1325618832840372e-10,-0.00037333702867650226,-2.5890890286181537e-08,8.147034000019446e-11,-3.8858319453761335e-14,0.3399859207517912,-3.0364862217578685,0.3925247528052458,0.457484313831145,0.7632860920402033
AGN,275,1.4277000000000015,0.29454545454545455,0.11469111428596554,0.1997781051837176,0.3148945839050334,0.4763676952497082,0.6995771722545658,1.3742880065383956,13.964921416402362,0.2929840846280992,0.10909090909090909,0.4618181818181818,0.4666666666666667,10.407750129221249,2.8886697120251874,-0.00010560165368379667,-0.0001133639370254004,-2.7451600702346516e-08,0.00014079196953150903,-1.1430894244747889e-07,-1.9267801125245717e-10,0.00013133536151546912,-1.460998851786709e-07,-1.815124129176565e-10,1.7623948563689393e-14,0.4014336783142009,-3.0331286360698124,0.38130746480166205,0.5438828270994838,0.7481298170911597
AGN?,137,1.3585999999999991,0.2773722627737226,0.10019785317747025,0.17353722579121655,0.30903470202830685,0.3944034437509094,0.5458897005433163,0.7447465245239604,6.412709750506086,0.3359797005700899,0.10218978102189781,0.45985401459854014,0.4,24.281334798341085,3.803967042413724,-0.0001577971519141945,-0.00017648624459906502,-3.544270282331215e-08,-0.00038037102875257834,2.8255321042636716e-07,2.7468536501659887e-10,-0.0003153484336432882,3.1729058429455026e-07,1.652071524578168e-10,-5.953875666259468e-14,0.1929332531525897,-3.067330016583748,0.43381725711136204,0.4256034671949956,0.6977181817797047
CV,121,1.74695,0.1322314049586777,0.16461570180397364,0.2865151851310711,0.4156105188503559,0.5434764025933108,0.7236294535337747,9.288126286344129,9.18640750094086,0.33369350454203983,0.08264462809917356,0.49586776859504134,0.5333333333333333,3.4555364406730185,1.5228997864507203,-0.00037702987615282165,-0.0004064540932647047,-2.0356820400742276e-08,-0.0009214638763605474,1.3792298622942918e-06,7.570120565458696e-10,0.00013804116336159486,6.680921360610579e-07,-1.390009895658347e-09,-7.284311139752075e-13,2.5932630118867412,-3.0764848312206237,0.5216408343175869,1.069402900096002,0.7956394186737465
AGN?,69,1.7018500000000003,0.21739130434782608,0.10447704882449221,0.18486302247518535,0.39250832970362004,0.5804248296273062,0.7555895599679069,0.8774128582782126,8.594050800933537,0.4676167191766436,0.057971014492753624,0.5217391304347826,0.5333333333333333,76.49969618775796,4.744709181261798,-0.00014229831260105505,3.903936482318597e-05,3.351619239621055e-07,-0.00046832782383159836,5.346726205474345e-07,4.4603746030560074e-10,-0.0003733096423998974,8.555085986463101e-07,3.1994799791083666e-10,-1.9495317428747698e-13,0.27917841013896255,-3.1370420624151967,0.6259331813567994,0.8043210220014994,0.6531133049388785
